"term","estimate","std_error","z_value","p_value"
"(Intercept)",2.80988814563395,0.0726753692549399,38.6635551279701,0
"map_conditionstructural",-0.227729828688141,0.0574503448473039,-3.96394189266259,7.37222045214213e-05
"map_conditiontemporal_frequency",-0.0752366883162919,0.0567610467703144,-1.32549860506872,0.185005831785487
"map_conditiontemporal_cochange",-0.0507317294548621,0.056761168943834,-0.893775276281957,0.371442139944478
"log_size_c",0.0536878847356908,0.0479021950119089,1.12078130704331,0.262380962900662
"model_shortgpt_oss_120b",-0.53706596297002,0.0594475328967897,-9.03428513850106,1.65077830086435e-19
"model_shortministral_3b",-0.378927890063563,0.0584362925354197,-6.48446151565631,8.90492499614813e-11
"model_shortnemotron_super",-0.469585161692419,0.0588813575366952,-7.97510759495942,1.52248128878824e-15
"map_conditionstructural:log_size_c",-0.0291139497487674,0.0224987400602381,-1.29402578414692,0.195656514731282
"map_conditiontemporal_frequency:log_size_c",-1.84732244112333e-05,0.0221735005990744,-0.000833121695362994,0.999335265138898
"map_conditiontemporal_cochange:log_size_c",-0.0145772480369445,0.0220540776805156,-0.660977450434176,0.508626774797533
"map_conditionstructural:model_shortgpt_oss_120b",0.203307719189627,0.0849419228265646,2.39349089853715,0.0166888953794987
"map_conditiontemporal_frequency:model_shortgpt_oss_120b",0.207380760561899,0.0836068179236594,2.48042881803319,0.0131224461745935
"map_conditiontemporal_cochange:model_shortgpt_oss_120b",0.151668035790802,0.083811513214118,1.80963247141627,0.0703528009114824
"map_conditionstructural:model_shortministral_3b",-0.161960350963049,0.0851145986202238,-1.90285043445609,0.0570600640929585
"map_conditiontemporal_frequency:model_shortministral_3b",-0.273886552750552,0.0843407544283703,-3.24738087306488,0.00116472410649633
"map_conditiontemporal_cochange:model_shortministral_3b",-0.101774044873579,0.0834671783036581,-1.21933012403174,0.222718919484442
"map_conditionstructural:model_shortnemotron_super",-0.279500206940898,0.0863941813050308,-3.23517397490082,0.00121568632220964
"map_conditiontemporal_frequency:model_shortnemotron_super",-0.156905680529,0.0843959893440861,-1.85916039077744,0.0630044073238061
"map_conditiontemporal_cochange:model_shortnemotron_super",-0.152325248920005,0.0841501963469008,-1.8101591622206,0.0702711085169706
"log_size_c:model_shortgpt_oss_120b",-0.079788479624192,0.0220761498371227,-3.61423890546448,0.00030123120438329
"log_size_c:model_shortministral_3b",-0.0727557484521489,0.0220623743999704,-3.29772975171007,0.000974698967641938
"log_size_c:model_shortnemotron_super",-0.0489328660207983,0.0221472395384176,-2.20943408933276,0.0271444621240688
